3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
4,1599,0,0,0,0,0
4,1593,0,0,0,0,0
4,1587,0,0,0,0,0
4,1580,0,0,0,0,0
4,1573,0,0,0,0,0
4,1567,0,0,0,0,0
4,1560,0,0,0,0,0
4,1553,0,0,0,0,0
4,1547,0,0,0,0,0
4,1540,0,0,0,0,0
4,1533,0,0,0,0,0
4,1527,0,0,0,0,0
3.99,1520,0,0,0,0,0
3.99,1513,0,0,0,0,0
3.99,1507,0,0,0,0,0
3.99,1500,0,0,0,0,0
3.99,1493,0,0,0,0,0
3.99,1487,0,0,0,0,0
3.99,1480,0,0,0,0,0
3.99,1473,0,0,0,0,0
3.99,1467,0,0,0,0,0
3.99,1460,0,0,0,0,0
3.99,1453,0,0,0,0,0
3.99,1447,0,0,0,0,0
3.99,1440,0,0,0,0,0
3.99,1433,0,0,0,0,0
3.99,1427,0,0,0,0,0
3.99,1420,0,0,0,0,0
3.99,1413,0,0,0,0,0
3.99,1407,0,0,0,0,0
3.99,1400,0,0,0,0,0
3.99,1393,0,0,0,0,0
3.99,1387,0,0,0,0,0
3.99,1380,0,0,0,0,0
3.98,1373,0,0,0,0,0
3.98,1367,0,0,0,0,0
3.98,1360,0,0,0,0,0
3.98,1353,0,0,0,0,0
3.98,1347,0,0,0,0,0
3.98,1340,0,0,0,0,0
3.98,1333,0,0,0,0,0
3.98,1327,0,0,0,0,0
3.97,1320,0,0,0,0,0
3.97,1313,0,0,0,0,0
3.97,1307,0,0,0,0,0
3.97,1300,0,0,0,0,0
3.97,1293,0,0,0,0,0
3.96,1287,0,0,0,0,0
3.96,1280,0,0,0,0,0
3.96,1273,0,0,0,0,0
3.95,1267,0,0,0,0,0
3.95,1260,0,0,0,0,0
3.95,1253,0,0,0,0,0
3.94,1247,0,0,0,0,0
3.94,1240,0,0,0,0,0
3.93,1233,0,0,0,0,0
3.93,1227,0,0,0,0,0
3.92,1220,0,0,0,0,0
3.92,1213,0,0,0,0,0
3.91,1207,0,0,0,0,0
3.91,1200,0,0,0,0,0
3.9,1193,0,0,0,0,0
3.89,1187,0,0,0,0,0
3.88,1180,0,0,0,0,0
3.87,1173,0,0,0,0,0
3.86,1167,0,0,0,0,0
3.85,1160,0,0,0,0,0
3.84,1153,0,0,0,0,0
3.83,1147,0,0,0,0,0
3.82,1140,0,0,0,0,0
3.81,1133,0,0,0,0,0
3.79,1127,0,0,0,0,0
3.78,1120,0,0,0,0,0
3.76,1113,0,0,0,0,0
3.75,1107,0,0,0,0,0
3.73,1100,0,0,0,0,0
3.71,1093,0,0,0,0,0
3.69,1087,0,0,0,0,0
3.68,1080,0,0,0,0,0
3.66,1073,0,0,0,0,0
3.63,1067,0,0,0,0,0
3.61,1060,0,0,0,0,0
3.59,1053,0,0,0,0,0
3.57,1047,0,0,0,0,0
3.54,1040,0,0,0,0,0
3.51,1033,0,0,0,0,0
3.49,1027,0,0,0,0,0
3.46,1020,0,0,0,0,0
3.43,1013,0,0,0,0,0
3.4,1007,0,0,0,0,0
3.37,1000,0,0,0,0,0
3.34,993,0,0,0,0,0
3.31,987,0,0,0,0,0
3.28,980,0,0,0,0,0
3.25,973,0,0,0,0,0
3.22,967,0,0,0,0,0
3.19,960,0,0,0,0,0
3.16,953,0,0,0,0,0
3.12,947,0,0,0,0,0
3.09,940,0,0,0,0,0
3.06,933,0,0,0,0,0
3.02,927,0,0,0,0,0
2.99,920,0,0,0,0,0
2.95,913,0,0,0,0,0
2.92,907,0,0,0,0,0
2.88,900,0,0,0,0,0
2.85,893,0,0,0,0,0
2.81,887,0,0,0,0,0
2.77,880,0,0,0,0,0
2.74,873,0,0,0,0,0
2.7,867,0,0,0,0,0
2.66,860,0,0,0,0,0
2.62,853,0,0,0,0,0
2.58,847,0,0,0,0,0
2.54,840,0,0,0,0,0
2.49,833,0,0,0,0,0
2.44,827,0,0,0,0,0
2.39,820,0,0,0,0,0
2.35,813,0,0,0,0,0
2.3,807,0,0,0,0,0
2.25,800,0,0,0,0,0
2.2,793,0,0,0,0,0
2.15,787,0,0,0,0,0
2.1,780,0,0,0,0,0
2.05,773,0,0,0,0,0
2,767,0,0,0,0,0
1.95,760,0,0,0,0,0
1.89,753,0,0,0,0,0
1.84,747,0,0,0,0,0
1.79,740,0,0,0,0,0
1.73,733,0,0,0,0,0
1.68,727,0,0,0,0,0
1.62,720,0,0,0,0,0
1.55,713,0,0,0,0,0
1.48,707,0,0,0,0,0
1.39,700,0,0,0,0,0
1.31,693,0,0,0,0,0
1.23,687,0,0,0,0,0
1.12,680,0,0,0,0,0
0.99,673,0,0,0,0,0
0.87,667,0,0,0,0,0
0.75,660,0,0,0,0,0
0.62,653,0,0,0,0,0
0.48,647,0,0,0,0,0
0.31,640,0,0,0,0,0
0.15,633,0,0,0,0,0
0.02,627,0,0,0,0,0
0,620,0,0,0,0,0
0,613,0,0,0,0,0
0,607,0,0,0,0,0
0,600,0,0,0,0,0
0,593,0,0,0,0,0
0,587,0,0,0,0,0
0,580,0,0,0,0,0
0,573,0,0,0,0,0
0,567,0,0,0,0,0
0,560,0,0,0,0,0
0,553,0,0,0,0,0
0,547,0,0,0,0,0
0,540,0,0,0,0,0
0,533,0,0,0,0,0
0,527,0,0,0,0,0
0,520,0,0,0,0,0
0,513,0,0,0,0,0
0,507,0,0,0,0,0
0,500,0,0,0,0,0
0,493,0,0,0,0,0
0,487,0,0,0,0,0
0,480,0,0,0,0,0
0,473,0,0,0,0,0
0,467,0,0,0,0,0
0,460,0,0,0,0,0
0,453,0,0,0,0,0
0,447,0,0,0,0,0
0,440,0,0,0,0,0
0,433,0,0,0,0,0
0,427,0,0,0,0,0
0,420,0,0,0,0,0
0,413,0,0,0,0,0
0,407,0,0,0,0,0
0,400,0,0,0,0,0
